Index,Citation,Summary
1,"O. Vandenberg, D. Martiny, O. Rochas, A. van Belkum, and Z. Kozlakidis, ""Considerations for diagnostic COVID-19 tests,"" Nature Reviews Microbiology, vol. 19, pp. 171–183, 2021. Available: https://www.nature.com/articles/s41579-020-00461-z","This review summarizes the urgent and large-scale development, validation, and implementation of diagnostic tests, primarily molecular assays such as RT-PCR and immunoassays, during the first global wave of the COVID-19 pandemic. The paper details two main approachesdirect detection of viral nucleic acids/proteins and immunological detection of host responsewhile highlighting rapid advances and practical challenges, such as test sensitivity, specificity, supply chain vulnerabilities, standardization issues, and difficulties particularly pronounced in low-resource settings. By September 2020, over 240 diagnostic tests had received emergency use authorization, though many still lack comprehensive clinical validation and formal regulatory approval. The discussion points to logistical, regulatory, and ethical challenges, the need for continual quality control, and the importance of integrating diagnostics into broader clinical and public health frameworks supported by digital and AI solutions. The review advocates for future efforts in assay optimization, robust validation, more equitable global test access, and the intertwining of diagnostic strategies with community compliance and infection control for optimal pandemic response. Ultimately, diagnostics are valuable not in isolation but when they drive therapy choices, follow-up, and community-level intervention, underlining the necessity of global solidarity and coordinated preparedness for future pandemics."
2,"I. N. Okeke and C. Ihekweazu, ""The importance of molecular diagnostics for infectious diseases in low-resource settings,"" Nature Reviews Microbiology, vol. 19, pp. 547–548, 2021. Available: https://www.nature.com/articles/s41579-021-00598-5","Molecular diagnostics, characterized by their agility, speed, and flexibility, present an effective solution for infectious disease detection in resource-limited settings where the spectrum of potential pathogens is wide. Traditionally, these methods were deemed unsustainable due to their perceived complexity and high cost. However, challenges with sustaining culture-based microbiology and the limitations of serological methods in these environments underscore a critical need for efficient molecular approaches. The COVID-19 pandemic in Nigeria, where public health laboratories equipped for SARS-CoV-2 molecular testing increased from four to 72 within a year through coordinated efforts, training, and pooled procurement, serves as proof-of-concept for scalability even amid resource constraints. Further, molecular methods have demonstrated superiority over conventional diagnostics in outbreak detection (e.g., Ebola, Yellow fever) and have revealed hidden epidemics, as shown by increased sensitivity in meningitis surveillance in Bangladesh. Despite the risk of contamination and the technical requirements of PCR, innovations like microfluidics, miniaturization, and accessible systems (e.g., Gene Xpert, Oxford nanopore sequencers) are mitigating barriers. Molecular diagnostics will complement rather than replace culture, extending access to millions and improving surveillance in hard-to-reach populations, as exemplified by the successful mapping of typhoid hotspots using DNA detection. For sustainable integration, robust supply chains, infrastructure improvements (like solar backups and smart devices), and adaptive governance by public health institutes are essential. Going forward, fitting molecular technologies to local realities and challenges can transform infectious disease diagnostics in low-resource settings."
3,"R. E. Baker, A. S. Mahmud, I. F. Miller, M. Rajeev, F. Rasambainarivo, B. L. Rice, S. Takahashi, A. J. Tatem, C. E. Wagner, L.-F. Wang, A. Wesolowski, and C. J. E. Metcalf, ""Infectious disease in an era of global change,"" Nature Reviews Microbiology, vol. 20, pp. 193–205, 2022. Available: https://www.nature.com/articles/s41579-021-00639-z","The abstract discusses how the twenty-first century has been marked by multiple major infectious disease outbreaks, including the COVID-19 pandemic, SARS in 2003, the 2009 swine flu, the 2012 MERS outbreak, the 20132016 Ebola epidemic, and the 2015 Zika virus outbreakeach causing significant morbidity, mortality, and international spread. In parallel, global shifts such as a doubling of airline flights since 2000, urbanization surpassing rural living since 2007, ongoing population growth, and escalating climate change have all potentially heightened the risk of infectious disease emergence and dissemination. Despite these new risks, improvements in sanitation and healthcare access have led to noteworthy health progress globally. The Review aims to evaluate how these transformative global changes may be influencing the risk and profile of infectious disease outbreaks."
4,"T. Weitzel, C. Pérez, D. Tapia, P. Legarraga, and L. Porte, ""SARS-CoV-2 rapid antigen detection tests,"" The Lancet Infectious Diseases, vol. 21, no. 8, pp. 1067–1068, Aug. 2021. [Online]. Available: https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(21)00249-8/fulltext DOI: 10.1016/S1473-3099(21)00249-8","In response to concerns over the imperfect specificity of SARS-CoV-2 antigen rapid detection tests (Ag-RDTs) in low-prevalence, asymptomatic populations, the authors evaluated an automated fluorescence immunoassay (STANDARD F COVID-19 Ag) in 773 asymptomatic preoperative or pre-childbirth individuals, with all testing negative by RT-PCR but 67 (8.7%) initially testing positive by Ag-RDT. Repeating Ag-RDTs on positive samples lowered false positives to 42 (5.5%), and increasing the cutoff for positivity from 1.0 to 3.0, based on a ROC curve (optimal cutoff at 3.36 for 100% sensitivity and 98.5% specificity), reduced false positives to 17 (2.2%). Combining both strategies resulted in only 6 false positives and a specificity of 99.2%. The results, summarized in the following table:

\[
\begin{tabular}{|l|c|c|c|c|}
\hline
\text{Cutoff/Strategy} & \text{Total} & \text{True Negatives} & \text{False Positives} & \text{Specificity} \\
\hline
\geq 1.0\, (\text{manufacturer}) & 773 & 706 & 67 & 91.3\% \\
\text{Positive twice} (\geq 1.0) & 767 & 725 & 42 & 94.5\% \\
\geq 3.0 & 773 & 756 & 17 & 97.8\% \\
\text{Positive twice,\ } \geq 3.0 & 767 & 761 & 6 & 99.2\% \\
\hline
\end{tabular}
\]

demonstrate that optimizing testing protocols by repeating tests and using higher cutoff levels can significantly improve the specificity of Ag-RDTs without sacrificing rapid turnaround, thereby enhancing practicality and acceptance for mass screening of asymptomatic individuals. Further studies are warranted to confirm these findings."
5,"M. V. Kiang, E. T. Chin, B. Q. Huynh, L. A. C. Chapman, I. Rodríguez-Barraquer, B. Greenhouse, G. W. Rutherford, K. Bibbins-Domingo, D. Havlir, S. Basu, and N. C. Lo, ""Routine asymptomatic testing strategies for airline travel during the COVID-19 pandemic: a simulation study,"" The Lancet Infectious Diseases, vol. 21, no. 7, pp. 929–938, July 2021. [Online]. Available: https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(21)00134-1/fulltext DOI: 10.1016/S1473-3099(21)00134-1","This study used a microsimulation model of 100,000 airline travelers to evaluate the effectiveness of five SARS-CoV-2 asymptomatic testing strategiespre- and post-travel PCR tests and rapid antigen testson reducing both individual risk of COVID-19 infection during air travel and population-level transmission after travel. Results indicated that a pre-travel PCR test within three days before departure reduced infectious days by 35% and identified 88% of infectious travelers on the day of flight, while pairing pre-travel and post-arrival PCR with a short quarantine led to a 79% reduction in infectious days. Similarly, a rapid antigen test on the day of travel reduced infectious days by 32% and, when combined with post-arrival PCR and quarantine, achieved a 70% reduction. Post-arrival PCR testing alone reduced infectious days by 42%. However, all strategies presented trade-offs involving test sensitivity, specificity, and the potential for false positives, especially given low community prevalence and imperfect test characteristics (e.g., specificity $=99.8\%$). Additional limitations include assumptions of perfect compliance and resource needs for widespread implementation. Ultimately, the findings support routine asymptomatic testing in conjunction with masking and distancing to help mitigate COVID-19 risk from air travel, though no approach guarantees absolute prevention; national policy should weigh each strategy's strengths and drawbacks along with ongoing non-pharmaceutical interventions."
6,"L. M. R. Kasbergen, E. de Bruin, F. Chandler, A. J. Menting, P. A. M. Kouwijzer, L. Schwanitz, V. Klaus, K. H. Adan, S. Markota, R. G. P. Alblas, et al., ""Multi-antigen serology and a diagnostic algorithm for the detection of arbovirus infections as novel tools for arbovirus preparedness in southeast Europe: a prospective observational study,"" The Lancet Infectious Diseases, vol. 24, no. 6, pp. 689–698, June 2024. [Online]. Available: https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(24)00654-6/fulltext DOI: 10.1016/S1473-3099(24)00654-6","Arboviruses are increasingly impacting Europe, necessitating improved surveillance and diagnostics due to overlapping clinical syndromes and climate-driven spread. This study analyzed data from 863 adults hospitalized with arboviral-like syndromes in southeast Europe, collected across 21 hospitals over four arbovirus seasons (201619), focusing on four endemic arboviruses: Crimean-Congo haemorrhagic fever virus (CCHFV), tick-borne encephalitis virus (TBEV), Toscana virus, and West Nile virus (WNV). A diagnostic algorithm was developed to account for challenges in serology and variable sample timing, using ELISAs, immunofluorescence, custom protein microarrays, and PCR testing on samples at multiple timepoints. Findings revealed confirmed recent infections in one patient with CCHFV (<1%), 10 with TBEV (1%), 40 with Toscana virus (5%), and 52 with WNV (6%). Notable geographical clustering included Toscana virus in Albania (63% of cases) and WNV in Romania (69%). Toscana virus seropositivity was high in Albania (60%), and antibody presence correlated with older age. Risk factors included male sex for Toscana virus (odds ratio 1.56, 95% CI 1.152.11; $p=0.0055$), mosquito bites for WNV (odds ratio 2.47, 95% CI 1.543.97; $p=0.0002$), and tick bites for TBEV (odds ratio 2.21, 95% CI 1.194.11; $p=0.018$). Despite incomplete data, the diagnostic algorithm facilitated differential diagnosis, suggesting its utility for clinical diagnostics and strengthening arbovirus surveillance, while highlighting regional hotspots and risk associations."
7,"A. J. Sundermann, J. Chen, P. Kumar, A. M. Ayres, S. T. Cho, C. Ezeonwuka, M. P. Griffith, J. K. Miller, M. M. Mustapha, A. W. Pasculle, M. I. Saul, K. A. Shutt, V. Srinivasa, K. Waggle, D. J. Snyder, V. S. Cooper, D. Van Tyne, G. M. Snyder, J. W. Marsh, A. Dubrawski, M. S. Roberts, and L. H. Harrison, ""Whole-Genome Sequencing Surveillance and Machine Learning of the Electronic Health Record for Enhanced Healthcare Outbreak Detection,"" Clinical Infectious Diseases, vol. 75, no. 3, pp. 476-482, 2022, doi: 10.1093/cid/ciab946. Available: https://pubmed.ncbi.nlm.nih.gov/34791136/","This study presents the Enhanced Detection System for Healthcare-Associated Transmission (EDS-HAT), integrating whole-genome sequencing (WGS) surveillance and electronic health record (EHR) machine learning (ML) to improve hospital outbreak detection and route identification over traditional infection prevention (IP) methods. Conducted at a large tertiary hospital, WGS was performed on clinical isolates collected over two years, and ML analyzed EHR data to identify statistically significant transmission routes, which were then expertly reviewed. Among 3165 isolates (2752 unique patients), EDS-HAT found 99 clusters (10.8%), identifying routes for 65.7% of clusters, including outbreaks in interventional radiology (VRE, OR: 43.8, $P<.01$), gastroscopy (Pseudomonas, OR: 300.6, $P<.01$), chronic care and ICU units, wound care, and EEG procedures. In parallel, traditional IP prompted WGS in 15 suspected outbreaks (133 patients) but only two clusters matched genetically. Clinical and economic modeling indicated EDS-HAT could prevent 2563 transmissions, 3.18.0 readmissions, and 1.63.3 deaths, achieving cost savings of \$192,408\$692,532 (\$7,745\$10,939 per transmission averted). Challenges included retrospective limitations, possible uncaptured outbreaks, and real-time model effects. The findings endorse EDS-HAT as a cost-saving, effective, and complementary tool for outbreak detection and transmission route analysis, leveraging advances in genomics and ML for enhanced hospital infection surveillance."
8,"A. J. Sundermann, P. Kumar, M. P. Griffith, K. D. Waggle, V. Rangachar Srinivasa, N. Raabe, E. G. Mills, H. Coyle, D. Ereifej, H. M. Creager, A. Ayres, D. Van Tyne, L. L. Pless, G. M. Snyder, M. Roberts, and L. H. Harrison, ""Real-Time Genomic Surveillance for Enhanced Healthcare Outbreak Detection and Control: Clinical and Economic Impact,"" Clinical Infectious Diseases, Apr. 30, 2025:ciaf216. doi: 10.1093/cid/ciaf216. [Online ahead of print] Available: https://pubmed.ncbi.nlm.nih.gov/40302215/","This study evaluated the Enhanced Detection System for Healthcare-associated Transmission (EDS-HAT), a real-time genomic surveillance program for outbreak detection and mitigation in a large tertiary care hospital. Over a two-year period, 3,921 healthcare-associated bacterial isolates underwent whole genome sequencing (WGS), resulting in the identification of 172 outbreaks involving 476 isolates (12.1%), with 61.3% epidemiologically linked. Interventions based on these findings were highly effective: in 95.6% of outbreaks with targeted interventions, transmission along the intervened route ceased. The economic and clinical impact analysis estimated 62 infections averted, yielding gross cost savings of \$1,011,146 and net savings of \$695,706a 3.2-fold return on investment, with probabilistic sensitivity analysis confirming cost savings in 98% of simulations. The methods included twice-weekly isolate collection, rigorous WGS processing and SNP analysis ($\leq 15$ pairwise cgSNPs for most species, $\leq 2$ for C. difficile), and detailed outbreak tracking for targeted infection prevention and control (IP&C) interventions. Challenges included limited pathogen scope, non-inclusion of colonization-only cases, and about a third of outbreaks lacking clear epidemiological linksoften associated with higher genetic distances, indicating that SNP cutoffs could be more stringent. The study concludes that real-time genomic surveillance is a feasible and effective IP&C tool, offering substantial improvements in outbreak detection, patient safety, and cost savings, and recommends broader implementation and national scale-up akin to CDCs PulseNet for foodborne pathogens. Illumina sequencing data are available at NCBI BioProject PRJNA475751."
9,"B. R. Jackson, C. Tarr, E. Strain, K. A. Jackson, A. Conrad, H. Carleton, L. S. Katz, S. Stroika, L. H. Gould, R. K. Mody, B. J. Silk, J. Beal, Y. Chen, R. Timme, M. Doyle, A. Fields, M. Wise, G. Tillman, S. Defibaugh-Chavez, Z. Kucerova, A. Sabol, K. Roache, E. Trees, M. Simmons, J. Wasilenko, K. Kubota, H. Pouseele, W. Klimke, J. Besser, E. Brown, M. Allard, and P. Gerner-Smidt, ""Implementation of Nationwide Real-time Whole-genome Sequencing to Enhance Listeriosis Outbreak Detection and Investigation,"" Clinical Infectious Diseases, vol. 63, no. 3, pp. 380-386, Aug. 1, 2016, doi: 10.1093/cid/ciw242. Available: https://pubmed.ncbi.nlm.nih.gov/27090985/","Listeria monocytogenes (Lm) is a major cause of severe foodborne illness, with high mortality rates and significant economic impact. Traditional molecular subtyping via pulsed-field gel electrophoresis (PFGE) enhanced outbreak detection but suffers from limited genetic resolution and potential for misclassification. In 2013, US agencies began real-time, nationwide whole-genome sequencing (WGS) of all Lm isolates from clinical, food, and environmental sources, publicly posting sequence data, which significantly increased outbreak cluster detection and resolution (pre-WGS: 2 outbreaks/year; post-WGS year 1: 5; year 2: 9). Methods included the adoption of whole-genome multilocus sequence typing (wgMLST) with up to 4804 loci and high-quality single nucleotide polymorphism (hqSNP) analysis, allowing robust phylogenetic inferenceeven by non-specialists. Results show WGS improved outbreak surveillance by delineating clusters with diverse PFGE patterns, refining outbreak definitions, linking sporadic cases to foods, solving cold cases, and confirming outbreaks via product testing; clusters detected increased from 14 (pre-WGS) to 21 (WGS year 2) and median cluster size decreased. Investigations revealed small production environments generated less genetic diversity (1213 allele differences), while larger producers saw more (up to 43). Neither a strict allele nor SNP cutoff reliably defines outbreaks, and epidemiologic context remains essential. WGSs high discriminatory power has strengthened investigations, allowed earlier regulatory interventions, and increased insights into Lm ecology, complementing US preventative food safety measures; success has prompted WGS expansion to other pathogens. Future work focuses on democratizing WGS tools, ensuring standardization, and broadening education for public health interpretation. Challenges remain in interpreting WGS for polyclonal or data-limited situations. For further details see cited references and tables in the original publication."
10,"X. Yang and J. Li, ""Learn from the SARS-CoV-2 nucleic acid test to increase the experience of dealing with the 'disease X,'"" BMC Infectious Diseases, vol. 25, Article no. 593, 2025. [Online]. Available: https://bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-025-10991-7","This study investigates the relationship between RT-PCR cycle threshold (Ct) values and false positive rates in COVID-19 testing, drawing on data from 1,255 positive or suspected samples across eleven laboratories and seven reagents. When both target genes had Ct < 30, false positive rates were very low (1.72%), but rose sharply with higher Ct values: for any target Ct > 35, 15.5824.22% were false positives, and over half (53.23%) of suspected positive pooled samples proved false upon individual retesting. The findings indicate strong positives (Ct < 30) can be directly reported, while weaker positives and suspected cases (especially Ct > 30 or pooled samples) warrant retesting to avoid unnecessary isolation or misdiagnosis. There were significant differences in false positive rates based on reagent and institution, reflecting the need for standardized cutoffs and context-specific protocols. The study concludes that targeted retesting strategies informed by Ct values optimize accuracy and resource use in large-scale screening, with major implications for managing future outbreaks of newly emerging pathogens (Disease X)."
