Index,Citation,Summary
1,"Y. Ishiki, ""A characterization of metric subspaces of full Assouad dimension,"" Journal of Fractal Geometry, vol. 8, no. 4, pp. 363–388, 2021. [Online]. Available: https://ems.press/journals/jfg/articles/2831056","We introduce the notion of tiling spaces for metric spaces. The class of tiling spaces contains the Euclidean spaces, the middle-third Cantor set, and various self-similar spaces appearing in fractal geometry. For doubling tiling spaces, we characterize metric subspaces whose Assouad dimension coincides with that of the whole space."
2,"P. Kern and L. Pleschberger, ""Parabolic fractal geometry of stable Lévy processes with drift,"" Journal of Fractal Geometry, vol. 11, no. 3/4, pp. 343–371, 2024. [Online]. Available: https://ems.press/journals/jfg/articles/14297999","The paper explicitly calculates the Hausdorff dimension of the graph and range of an isotropic stable Levy process $X$ augmented by a deterministic drift function $f$, employing a restricted variant known as the parabolic Hausdorff dimension. Parabolic covers, shaped as parabolic cylinders, are shown to be optimal for self-similar processes, due to their nonlinear scaling between time and space aligning geometrically with process self-similarity. The authors derive explicit formulas for the Hausdorff dimension of both the graph and the range of $X + f$, demonstrating that the parabolic Hausdorff dimension of the drift $f$ alone contributes to the overall Hausdorff dimension of $X + f$. Additionally, they provide formulas and bounds for the parabolic Hausdorff dimension."
3,"M. L. Lapidus, G. Radunović, and D. Žubrinić, ""Fractal tube formulas for compact sets and relative fractal drums: oscillations, complex dimensions and fractality,"" Journal of Fractal Geometry, vol. 5, no. 1, pp. 1–119, 2018. [Online]. Available: https://ems.press/journals/jfg/articles/15256","This paper develops explicit pointwise and distributional fractal tube formulas for a broad class of relative fractal drums (RFDs), defined as pairs $(A, \Omega)$ of subsets in Euclidean spaces of any dimension, thus generalizing the framework from 1D fractal strings to arbitrary dimensions. The central result expresses the volume of the $t$-neighborhood of $A$ intersected with $\Omega$ as a sum of residues over the complex dimensionsi.e., the polesof the meromorphically continued fractal zeta function associated to $(A, \Omega)$ (either distance or tube zeta function). Key methods include Mellin transforms, residue calculus, and analytic extension techniques, with explicit formulas holding under rigorously stated regularity and analyticity conditions. The complex dimensions encapsulate the oscillatory nature and geometric nuances of various fractal examples, including the Sierpinski gasket, 3D fractal carpets, fractal nests, geometric chirps, self-similar sprays, and the Cantor graph (devil's staircase). The work also proposes a new definition of fractality in terms of nonreal complex dimensions or the presence of a natural boundary in the zeta function, emphasizing cases like the subcritically fractal Cantor graph. This unifying approach allows oscillatory geometric features (such as Minkowski measurability and dimensionality) of highly irregular sets to be analyzed via the singularities of the associated zeta functions, subsuming earlier results and opening pathways for further development in higher-dimensional fractal geometry, spectral theory, and mathematical physics."
4,"Á. G. López, ""Dynamics in Fractal Spaces,"" Fractals, vol. 29, no. 01, pp. 2150016, 2021. [Online]. Available: https://www.worldscientific.com/doi/10.1142/S0218348X2150016X","We study the dynamics of a particle in a space that is non-differentiable. Non-smooth geometrical objects have an inherently probabilistic nature and, consequently, introduce stochasticity in the motion of a body that lives in their realm. We use the mathematical concept of fiber bundle to characterize the multivalued nature of geodesic trajectories going through a point that is non-differentiable. Then, we generalize our concepts to everywhere non-smooth structures. The resulting theoretical framework can be considered a hybridization of the theory of surfaces and the theory of stochastic processes. We keep the concepts as general as possible, in order to allow for the introduction of other fundamental processes capable of modeling the fractality or the fluctuations of any conceivable continuous, but non-differentiable space."
5,"G. Calcagni, ""Multifractional Theories: An Updated Review,"" Modern Physics Letters A, vol. 36, no. 04n05, pp. 2130006, 2021. [Online]. Available: https://www.worldscientific.com/doi/abs/10.1142/S021773232140006X","This review surveys multifractional theories as frameworks for extending classical spacetime geometry by modifying the measure and introducing scale-dependent structures, thus accommodating the possibility of spacetime dimensional flowan idea relevant to quantum gravity. The paper defines the general mathematical structure (including use of nontrivial measures, distinct derivative choices, and altered symmetries), and presents comparative tables (e.g., Table 1) highlighting differences between models based on q-derivatives, weighted derivatives, fractional derivatives, and Caputo derivatives. It provides detailed summaries for the actions, propagators, and spectral dimensions of key models (see Table 2), with unitarity issues noted primarily for Caputo-type fractional derivatives. Multifractional frameworks are examined in the context of ordinary matter, gravitation, cosmological scenarios, and are mapped onto quantum gravity proposals including asymptotic safety, noncommutative geometry, causal sets, loop quantum gravity, and string theory, with extensive comparative tables summarizing these relationships. Key open questions include the interpretation and observability of fractional coordinates, the fate of Lorentz and Poincare invariance, technical and physical ambiguities in the treatment of fractional spacetimes, and connecting theoretical predictions with experiments in cosmology and particle physics. The conclusion emphasizes that multifractional models, though facing mathematical and interpretational challenges, provide a flexible landscape for testing spacetime dimensionality at various scales; the field is sufficiently advanced for detailed confrontation with data and for embedding multifractional geometry within the broader patchwork of quantum gravity."
6,"K. Ullah and S. K. Katiyar, ""Generalized G-Hausdorff space and applications in fractals,"" Chaos, Solitons & Fractals, vol. 174, 113819, Sep. 2023. [Online]. Available: https://www.sciencedirect.com/science/article/abs/pii/S0960077923007208","In this paper, the authors introduce the concept of a G-Hausdorff space and demonstrate how classical results in metric spaces can be extended to G-metric spaces. Leveraging these generalizations, they propose a new iterated function system (G-IFS) and show the existence of its associated fractal. The paper further illustrates how non-affine transformations and fractal interpolation functions (FIFs) can be employed to approximate fractals via G-IFS, advancing the study of fractal geometry and its mathematical and applied applications."
7,"R. Lal, S. Chandra, A. Prajapati, D. Kumar, and S. Abbas, ""Fractal surfaces in Lebesgue spaces with respect to fractal measures and associated fractal operators,"" Chaos, Solitons & Fractals, vol. 181, 114684, Apr. 2024. [Online]. Available: https://www.sciencedirect.com/science/article/abs/pii/S0960077924002364","The article investigates fractal surfaces and corresponding fractal operators within Lebesgue spaces when measured with fractal measures, demonstrating that such fractal surfaces reside in Lebesgue spaces under specific conditions. The authors introduce a fractal operator, analyze its analytical properties, and establish the existence of a Schauder basis for fractal functions in the space $L^q(I \times J, \mu_p)$. The paper includes graphical illustrations of fractal surfaces with various scaling factors and concludes with remarks on potential directions for future research."
8,"B. V. Prithvi and S. K. Katiyar, ""Revisiting fractal through nonconventional iterated function systems,"" Chaos, Solitons & Fractals, vol. 170, 113337, May 2023. [Online]. Available: https://www.sciencedirect.com/science/article/abs/pii/S0960077923002382","This paper serves as a preliminary study into the theory of fractal interpolation, a powerful model for representing irregular data common in applied sciences, and explores its foundational reliance on fixed point theory through the HutchinsonBarnsley framework. The authors categorize fixed point-related maps from the literature into conventional and nonconventional types, observing that while conventional iterated function systems (IFS) yield fractals, nonconventional IFSs remain underexplored. Addressing this, the paper introduces a novel nonconventional map of the CiricReichRus type, featuring a parameter $\delta \in (0, \infty)$ embedded within a CiricReichRus conditionmarking its first appearance in the literature. This innovation extends, improves, and generalizes previous results by Sahu et al. (2010), Shaoyuan et al. (2015), Dung and Petrusel (2017), and Abbas et al. (2022). Additionally, a rational map and a Suzuki-type Kannan map are examined to further support and illustrate the central concepts."
9,"A. A. Attiya, H. M. Abo Seada, and S. Khalil, ""Properties and Applications of Complex Fractal–Fractional Differential Operators,"" Fractal and Fractional, vol. 8, no. 10, p. 584, 2024. [Online]. Available: https://www.mdpi.com/2504-3110/8/10/584",A fractalfractional calculus is presented in term of a generalized gamma ...
10,"A. S. Salama, S. Nada, M. Alaidaros, D. Altalhi, T. S. El-Monaem, and S. H. Alshamrani, ""On Product Neutrosophic Fractal Spaces and α-Density in Neutrosophic Fractal Spaces,"" Fractal and Fractional, vol. 9, no. 2, p. 59, 2025. [Online]. Available: https://www.mdpi.com/2504-3110/9/2/59","In this manuscript, the authors extend the classical HutchinsonBarnsley theory to product neutrosophic fractal spaces using iterated function systems characterized by neutrosophic Edelstein contractions alongside finitely many neutrosophic b-contractions. They establish a sequence of sets that, under suitable conditions using the Hausdorff neutrosophic metric, converge to the attractor set for certain neutrosophic iterated function systems. The work also introduces a fuzzy version of $\alpha$-dense curves capable of approximating attractor sets of such systems with minimal and controlled errors, culminating in a linkage between concepts from neutrosophic theory and $\alpha$-density theory."
